id,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,is_canceled
254,2,0,1,2,Meal Plan 1,0,Room_Type 1,41,2017,10,16,Online,0,0,0,105.9,2,0
255,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Offline,0,0,0,130,0,1
256,3,0,1,2,Meal Plan 1,0,Room_Type 4,103,2018,7,8,Online,0,0,0,146.7,0,1
257,2,0,1,5,Meal Plan 1,0,Room_Type 1,349,2018,10,4,Online,0,0,0,123.33,0,1
258,3,0,2,3,Meal Plan 1,0,Room_Type 4,49,2018,6,19,Online,0,0,0,137.7,0,1
259,3,0,2,2,Meal Plan 1,0,Room_Type 1,82,2018,7,3,Online,0,0,0,112.96,1,0
260,2,0,0,1,Not Selected,0,Room_Type 1,0,2018,9,8,Online,0,0,0,149,0,0
261,2,0,2,1,Meal Plan 1,0,Room_Type 1,82,2018,7,10,Online,0,0,0,85.7,1,0
262,2,0,0,2,Meal Plan 2,0,Room_Type 1,257,2017,7,1,Online,0,0,0,101.5,0,1
263,2,0,1,3,Meal Plan 1,0,Room_Type 4,53,2018,10,31,Online,0,0,0,122,4,0
264,1,0,0,1,Meal Plan 1,0,Room_Type 1,8,2017,10,1,Online,0,0,0,92.4,0,0
265,2,0,1,2,Meal Plan 1,0,Room_Type 1,55,2018,9,2,Online,0,0,0,109.8,1,0
266,2,0,2,2,Not Selected,0,Room_Type 1,155,2018,7,31,Online,0,0,0,91.38,0,1
267,2,2,0,2,Meal Plan 1,0,Room_Type 6,104,2018,4,27,Online,0,0,0,186.3,2,0
268,3,0,3,8,Meal Plan 1,0,Room_Type 4,34,2018,3,10,Online,0,0,0,118.96,1,1
269,2,0,0,1,Not Selected,0,Room_Type 1,73,2018,9,15,Corporate,0,0,0,100,1,1
270,1,0,2,2,Meal Plan 1,0,Room_Type 1,116,2018,2,28,Offline,0,0,0,76,0,0
271,3,0,1,5,Meal Plan 1,1,Room_Type 4,38,2018,8,15,Online,0,0,0,177.3,2,0
272,2,0,2,3,Meal Plan 1,0,Room_Type 4,76,2018,3,20,Online,0,0,0,110.15,1,0
273,1,0,1,1,Meal Plan 1,0,Room_Type 1,5,2017,10,12,Corporate,1,2,5,65,0,0
274,1,0,1,1,Meal Plan 1,0,Room_Type 1,93,2018,6,20,Online,0,0,0,126.9,1,0
275,1,0,0,2,Meal Plan 2,0,Room_Type 1,265,2018,6,24,Offline,0,0,0,90,0,0
276,1,0,1,0,Meal Plan 1,0,Room_Type 1,4,2017,10,4,Online,0,0,0,0,0,0
277,2,0,1,0,Not Selected,0,Room_Type 1,69,2018,9,12,Online,0,0,0,125.1,1,0
278,2,0,0,2,Meal Plan 1,0,Room_Type 1,31,2018,5,24,Online,0,0,0,108.9,1,0
279,2,0,1,2,Meal Plan 1,0,Room_Type 1,52,2017,10,23,Online,0,0,0,94.5,3,0
280,2,2,0,4,Meal Plan 1,0,Room_Type 6,24,2018,12,21,Online,0,0,0,147.9,1,0
281,2,0,2,2,Meal Plan 1,0,Room_Type 1,1,2018,11,20,Online,0,0,0,91.38,2,0
282,2,0,0,2,Meal Plan 1,0,Room_Type 1,8,2017,8,26,Online,0,0,0,90,2,0
283,2,0,0,4,Not Selected,0,Room_Type 1,64,2018,4,26,Online,0,0,0,94.78,0,1
284,1,0,0,1,Meal Plan 1,1,Room_Type 1,2,2018,10,27,Corporate,0,0,0,67,0,0
285,3,0,1,4,Meal Plan 1,0,Room_Type 4,124,2018,8,8,Online,0,0,0,146.7,0,1
286,1,0,1,2,Meal Plan 1,0,Room_Type 7,15,2018,2,5,Corporate,0,0,0,100,0,0
287,3,0,1,0,Meal Plan 1,0,Room_Type 4,64,2018,7,25,Online,0,0,0,137.7,0,0
288,3,0,1,3,Meal Plan 1,0,Room_Type 4,79,2018,10,20,Online,0,0,0,151.2,3,0
289,1,0,0,4,Not Selected,0,Room_Type 1,12,2018,11,9,Online,0,0,0,120.06,1,0
290,2,0,0,3,Meal Plan 1,0,Room_Type 1,5,2018,6,2,Online,0,0,0,137.67,0,1
291,1,0,1,1,Not Selected,0,Room_Type 1,13,2018,11,7,Online,0,0,0,134.75,1,0
292,2,0,2,3,Meal Plan 1,0,Room_Type 4,47,2018,10,15,Online,0,0,0,95.48,2,0
293,2,0,2,1,Meal Plan 1,0,Room_Type 2,18,2017,10,31,Online,0,0,0,78.54,1,0
294,2,0,0,1,Meal Plan 1,0,Room_Type 1,39,2018,12,27,Offline,0,0,0,65,0,0
295,3,0,0,2,Meal Plan 1,0,Room_Type 4,73,2018,9,6,Online,0,0,0,168.3,2,0
296,2,0,2,2,Meal Plan 1,0,Room_Type 1,40,2017,12,26,Offline,0,0,0,55,1,0
297,2,0,0,5,Meal Plan 2,0,Room_Type 1,12,2018,3,1,Online,0,0,0,130.22,2,1
298,2,0,2,3,Meal Plan 1,0,Room_Type 1,69,2018,3,20,Online,0,0,0,90.95,1,0
299,2,0,0,3,Meal Plan 2,0,Room_Type 1,85,2017,9,30,Offline,0,0,0,125,0,0
300,2,0,1,4,Meal Plan 1,0,Room_Type 1,83,2018,3,28,Offline,0,0,0,80.75,0,0
301,2,0,2,3,Meal Plan 1,0,Room_Type 1,116,2018,5,15,Online,0,0,0,99.45,1,0
302,2,0,1,2,Meal Plan 1,0,Room_Type 1,305,2018,11,4,Offline,0,0,0,89,0,1
303,2,0,0,3,Meal Plan 1,0,Room_Type 1,213,2018,6,7,Offline,0,0,0,130,0,1
304,2,0,0,1,Not Selected,0,Room_Type 1,39,2018,8,17,Online,0,0,0,145.1,2,0
305,2,0,2,0,Meal Plan 2,0,Room_Type 1,386,2018,10,23,Offline,0,0,0,115,1,1
306,1,0,0,3,Meal Plan 2,0,Room_Type 1,71,2018,5,10,Offline,0,0,0,98,0,0
307,3,0,2,2,Meal Plan 1,0,Room_Type 4,28,2018,5,22,Online,0,0,0,149.15,0,1
308,2,0,1,2,Meal Plan 1,0,Room_Type 1,107,2018,8,5,Online,0,0,0,111.3,1,0
309,2,0,0,1,Not Selected,0,Room_Type 1,1,2018,2,13,Online,0,0,0,79,0,0
310,1,0,1,1,Meal Plan 1,0,Room_Type 1,4,2018,2,15,Corporate,1,0,9,65,1,0
311,2,1,2,0,Meal Plan 1,0,Room_Type 1,104,2018,12,4,Online,0,0,0,109.8,1,1
312,1,0,0,2,Meal Plan 1,0,Room_Type 1,1,2018,1,14,Offline,0,0,0,65,0,0
313,1,0,0,4,Meal Plan 2,0,Room_Type 1,100,2018,9,28,Offline,0,0,0,110,0,0
314,2,1,0,2,Meal Plan 1,0,Room_Type 1,186,2018,8,3,Online,0,0,0,121.5,0,1
315,2,0,0,2,Meal Plan 1,0,Room_Type 6,2,2018,11,25,Offline,0,0,0,144.8,0,0
316,2,0,0,4,Meal Plan 1,0,Room_Type 1,110,2017,12,9,Offline,0,0,0,70,0,0
317,2,0,2,1,Meal Plan 1,0,Room_Type 1,9,2017,10,31,Online,0,0,0,87,1,0
318,1,0,0,0,Meal Plan 1,0,Room_Type 1,119,2018,6,7,Online,0,0,0,0,0,0
319,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,101.5,0,0
320,2,0,2,1,Meal Plan 1,0,Room_Type 1,41,2018,3,13,Corporate,0,0,0,85.67,0,0
321,2,0,1,1,Meal Plan 1,0,Room_Type 2,3,2017,12,21,Offline,0,0,0,37.5,1,0
322,1,0,1,0,Meal Plan 1,0,Room_Type 1,3,2018,10,24,Offline,0,0,0,75,0,0
323,2,0,2,1,Meal Plan 1,0,Room_Type 4,51,2017,11,14,Offline,0,0,0,60,0,0
324,2,0,0,3,Meal Plan 1,0,Room_Type 1,249,2018,9,7,Online,0,0,0,126.9,1,1
325,1,0,2,3,Not Selected,0,Room_Type 1,59,2018,3,20,Online,0,0,0,79.05,2,0
326,2,0,2,3,Meal Plan 1,0,Room_Type 1,169,2018,8,27,Online,0,0,0,90.95,2,0
327,2,0,0,1,Meal Plan 2,0,Room_Type 1,55,2018,4,6,Offline,0,0,0,104,0,0
328,2,0,1,4,Meal Plan 1,0,Room_Type 4,74,2018,10,19,Online,0,0,0,101.87,2,0
329,3,0,0,1,Meal Plan 1,0,Room_Type 1,67,2018,5,7,Online,0,0,0,159.3,0,1
330,2,0,2,1,Not Selected,0,Room_Type 1,81,2018,5,7,Online,0,0,0,116.1,0,0
331,2,0,0,2,Not Selected,0,Room_Type 1,1,2018,12,29,Online,0,0,0,120,1,0
332,2,0,3,7,Meal Plan 1,0,Room_Type 2,231,2018,8,1,Online,0,0,0,81.82,2,1
333,2,0,2,2,Meal Plan 1,0,Room_Type 1,21,2018,8,19,Online,0,0,0,151,1,0
334,2,0,0,2,Meal Plan 1,0,Room_Type 2,179,2018,8,31,Online,0,0,0,103.69,0,1
335,2,0,1,4,Meal Plan 1,0,Room_Type 1,220,2018,10,5,Online,0,0,0,112.65,1,1
336,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Offline,0,0,0,130,0,1
337,2,0,2,3,Meal Plan 1,0,Room_Type 4,94,2017,12,27,Offline,0,0,0,60,0,0
338,3,0,1,3,Meal Plan 1,0,Room_Type 4,117,2018,6,16,Online,0,0,0,150.45,0,1
339,2,0,0,3,Meal Plan 1,0,Room_Type 4,81,2018,3,3,Online,0,0,0,96.3,0,1
340,2,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,105,0,0
341,2,0,0,1,Meal Plan 1,1,Room_Type 1,80,2017,12,31,Online,0,0,0,122.4,1,0
342,2,0,1,3,Meal Plan 1,0,Room_Type 1,52,2018,11,14,Offline,0,0,0,75,1,0
343,3,0,1,3,Meal Plan 1,0,Room_Type 1,59,2018,4,4,Offline,0,0,0,105,1,0
344,2,0,5,12,Meal Plan 1,0,Room_Type 4,5,2018,1,15,Online,0,0,0,88.12,1,0
345,2,0,2,1,Not Selected,0,Room_Type 1,27,2018,10,29,Online,0,0,0,110,1,0
346,3,0,4,11,Meal Plan 1,0,Room_Type 4,90,2018,8,16,Online,0,0,0,150.3,0,1
347,2,0,0,1,Not Selected,0,Room_Type 1,34,2017,10,8,Online,0,0,0,86.4,2,0
348,2,0,2,3,Meal Plan 1,0,Room_Type 1,82,2018,4,3,Online,0,0,0,73.9,0,0
349,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,10,5,Corporate,1,0,1,95,0,0
350,2,0,0,1,Meal Plan 1,0,Room_Type 1,67,2018,3,26,Offline,0,0,0,80.24,1,0
351,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,11,23,Offline,0,0,0,75,0,0
352,2,0,2,2,Meal Plan 1,0,Room_Type 1,60,2017,10,25,Online,0,0,0,89.25,2,0
353,2,0,0,3,Meal Plan 1,0,Room_Type 4,6,2018,3,3,Online,0,0,0,116,0,1
354,1,0,0,1,Meal Plan 1,0,Room_Type 1,13,2018,2,17,Corporate,1,0,4,65,0,0
355,2,0,0,3,Meal Plan 1,0,Room_Type 1,314,2018,10,12,Offline,0,0,0,75,0,1
356,2,0,0,5,Not Selected,0,Room_Type 1,166,2018,7,5,Online,0,0,0,80.75,0,1
357,2,0,2,2,Meal Plan 1,0,Room_Type 4,51,2018,5,13,Online,0,0,0,140.4,0,1
358,2,0,1,3,Meal Plan 1,0,Room_Type 1,88,2018,2,29,Online,0,0,0,56.94,0,1
359,2,0,1,2,Meal Plan 1,0,Room_Type 1,418,2018,9,26,Online,0,0,0,75,0,1
360,2,0,0,1,Meal Plan 1,0,Room_Type 1,105,2018,4,6,Offline,0,0,0,75,0,1
361,2,0,1,1,Meal Plan 2,0,Room_Type 4,119,2018,10,22,Online,0,0,0,166.5,0,1
362,2,0,1,1,Meal Plan 1,0,Room_Type 1,97,2018,5,16,Offline,0,0,0,80.75,0,0
363,2,1,1,0,Meal Plan 1,0,Room_Type 1,0,2017,11,1,Online,0,0,0,90.4,0,0
364,2,0,1,1,Meal Plan 1,0,Room_Type 4,77,2018,4,25,Online,0,0,0,109.8,1,0
365,2,0,0,2,Not Selected,0,Room_Type 1,35,2018,8,10,Online,0,0,0,125.1,0,1
366,2,1,0,4,Meal Plan 1,0,Room_Type 1,115,2018,8,3,Online,0,0,0,123.75,2,0
367,2,0,1,2,Meal Plan 1,0,Room_Type 1,305,2018,11,4,Online,0,0,0,89,0,1
368,2,0,1,1,Meal Plan 1,0,Room_Type 1,36,2018,12,3,Complementary,0,0,0,0,0,0
369,2,0,3,7,Meal Plan 1,0,Room_Type 1,9,2018,2,12,Online,0,0,0,91,0,1
370,3,0,1,1,Meal Plan 1,0,Room_Type 4,98,2017,7,25,Online,0,0,0,124.25,1,1
371,2,0,0,2,Meal Plan 2,0,Room_Type 1,286,2018,9,16,Offline,0,0,0,117,0,1
372,2,0,1,2,Meal Plan 1,0,Room_Type 1,84,2018,10,10,Online,0,0,0,127.8,0,0
373,2,0,1,2,Meal Plan 1,0,Room_Type 4,4,2018,2,26,Online,0,0,0,108,0,0
374,3,0,0,2,Meal Plan 1,0,Room_Type 4,86,2018,7,26,Online,0,0,0,137.7,0,0
375,2,0,0,3,Meal Plan 1,0,Room_Type 4,90,2018,9,7,Offline,0,0,0,112.88,0,0
376,2,1,1,1,Meal Plan 1,0,Room_Type 1,11,2018,2,13,Online,0,0,0,83.55,0,1
377,1,0,1,2,Meal Plan 1,0,Room_Type 1,219,2017,9,4,Offline,0,0,0,76.67,0,0
378,1,0,0,2,Meal Plan 1,0,Room_Type 1,103,2018,4,19,Offline,0,0,0,115,0,1
379,2,0,1,1,Not Selected,0,Room_Type 1,64,2018,4,11,Online,0,0,0,94.5,1,1
380,1,0,0,2,Meal Plan 1,0,Room_Type 1,86,2017,9,24,Offline,0,0,0,87.5,0,0
381,1,0,2,1,Not Selected,0,Room_Type 1,10,2018,6,26,Online,0,0,0,112.33,1,1
382,1,0,0,1,Meal Plan 1,0,Room_Type 1,18,2018,12,27,Offline,0,0,0,60,0,0
383,1,0,0,3,Meal Plan 1,0,Room_Type 1,15,2018,2,18,Offline,0,0,0,86,0,0
384,2,0,2,1,Meal Plan 1,0,Room_Type 1,42,2018,1,16,Online,0,0,0,78.3,1,0
385,2,0,0,3,Meal Plan 1,0,Room_Type 1,120,2018,6,15,Offline,0,0,0,80.75,0,0
386,2,1,0,2,Meal Plan 1,0,Room_Type 1,179,2018,8,31,Online,0,0,0,127.8,0,1
387,2,0,0,3,Meal Plan 1,0,Room_Type 4,35,2018,4,5,Online,0,0,0,131.4,1,0
388,1,0,0,2,Meal Plan 1,0,Room_Type 1,5,2018,5,24,Corporate,0,0,0,100,0,0
389,2,0,1,1,Meal Plan 1,0,Room_Type 4,34,2018,9,24,Online,0,0,0,143.55,1,1
390,2,0,1,2,Meal Plan 1,0,Room_Type 4,189,2018,10,28,Online,0,0,0,109.8,0,1
391,1,0,0,1,Meal Plan 1,0,Room_Type 1,5,2018,5,10,Corporate,1,3,31,65,0,0
392,1,0,0,3,Not Selected,0,Room_Type 1,11,2018,9,6,Online,0,0,0,87.01,1,0
393,2,0,2,2,Meal Plan 1,0,Room_Type 1,9,2018,12,3,Online,0,0,0,89.89,0,0
394,2,0,0,2,Meal Plan 2,0,Room_Type 1,79,2018,6,24,Offline,0,0,0,109,0,0
395,2,0,1,3,Meal Plan 1,0,Room_Type 1,196,2018,5,12,Offline,0,0,0,80.75,0,0
396,1,0,2,2,Meal Plan 2,0,Room_Type 1,166,2018,7,24,Offline,0,0,0,85.01,0,1
397,2,1,0,2,Meal Plan 1,1,Room_Type 1,4,2018,2,5,Online,0,0,0,120,2,0
398,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,101.5,0,1
399,2,0,1,1,Meal Plan 1,0,Room_Type 1,21,2018,2,13,Online,0,0,0,91,0,1
400,2,0,0,1,Not Selected,1,Room_Type 1,5,2018,8,17,Online,0,0,0,127,2,0
401,2,0,2,0,Not Selected,0,Room_Type 1,29,2018,9,18,Online,0,0,0,122.55,0,1
402,2,0,0,3,Meal Plan 2,0,Room_Type 1,36,2017,10,13,Offline,0,0,0,112,0,0
403,2,0,2,0,Meal Plan 1,0,Room_Type 1,61,2017,10,4,Offline,0,0,0,91,1,0
404,2,0,2,2,Meal Plan 1,0,Room_Type 1,37,2017,12,26,Online,0,0,0,87.3,0,0
405,1,1,2,2,Meal Plan 1,0,Room_Type 1,68,2018,4,24,Offline,0,0,0,79.56,0,1
406,2,0,0,3,Meal Plan 1,0,Room_Type 5,96,2018,9,13,Online,0,0,0,129.88,0,1
407,2,0,0,1,Meal Plan 1,0,Room_Type 1,443,2018,4,29,Online,0,0,0,65,0,1
408,2,1,2,0,Not Selected,0,Room_Type 1,68,2018,9,4,Online,0,0,0,87.3,2,0
409,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2017,12,11,Complementary,1,0,11,0,1,0
410,2,0,2,3,Meal Plan 1,0,Room_Type 1,25,2018,4,15,Online,0,0,0,111.4,2,0
411,2,0,0,4,Meal Plan 1,0,Room_Type 1,152,2018,4,12,Offline,0,0,0,75,0,0
412,2,0,2,6,Not Selected,0,Room_Type 1,106,2018,4,26,Online,0,0,0,86.06,0,1
413,2,2,0,2,Meal Plan 1,0,Room_Type 6,145,2018,8,17,Online,0,0,0,181.8,2,0
414,2,0,1,0,Not Selected,0,Room_Type 1,5,2018,8,29,Offline,0,0,0,75,0,0
415,3,0,1,0,Meal Plan 1,0,Room_Type 4,59,2018,3,28,Online,0,0,0,123.3,2,0
416,2,0,0,2,Not Selected,0,Room_Type 1,66,2018,4,13,Online,0,0,0,94.5,0,0
417,2,0,0,1,Meal Plan 1,0,Room_Type 1,2,2017,10,13,Offline,0,0,0,85,0,0
418,2,0,2,1,Meal Plan 1,0,Room_Type 1,11,2017,11,1,Online,0,0,0,87,1,0
419,2,0,0,1,Meal Plan 1,0,Room_Type 4,88,2018,9,16,Online,0,0,0,149.4,1,1
420,2,0,1,3,Meal Plan 1,0,Room_Type 4,2,2018,10,10,Online,0,0,0,175,0,0
421,2,1,2,2,Meal Plan 1,0,Room_Type 1,11,2018,4,23,Online,0,0,0,141.5,2,0
422,1,0,1,0,Meal Plan 1,0,Room_Type 1,7,2017,10,12,Corporate,0,0,0,65,0,0
423,2,0,1,3,Meal Plan 1,0,Room_Type 1,95,2018,4,25,Online,0,0,0,90.95,2,0
424,1,0,2,5,Meal Plan 1,0,Room_Type 1,8,2018,3,30,Corporate,1,3,27,65,1,0
425,1,0,1,1,Meal Plan 1,0,Room_Type 1,33,2018,1,25,Corporate,0,0,0,59,0,0
426,2,0,0,4,Meal Plan 1,0,Room_Type 1,39,2018,11,1,Offline,0,0,0,75,0,0
427,2,0,0,1,Meal Plan 1,0,Room_Type 1,2,2018,10,13,Offline,0,0,0,95,0,0
428,2,0,2,1,Meal Plan 1,0,Room_Type 1,17,2018,2,21,Offline,0,0,0,87,0,0
429,1,0,0,1,Meal Plan 1,1,Room_Type 1,2,2018,6,16,Corporate,1,1,15,67,1,0
430,2,0,1,2,Meal Plan 1,0,Room_Type 1,24,2018,2,12,Online,0,0,0,74.8,1,0
431,2,0,0,1,Meal Plan 1,0,Room_Type 1,4,2018,3,23,Online,0,0,0,2,1,0
432,2,1,0,2,Meal Plan 1,0,Room_Type 1,109,2018,7,8,Online,0,0,0,131.8,4,0
433,2,1,1,2,Meal Plan 1,0,Room_Type 6,68,2018,5,13,Online,0,0,0,198.9,0,1
434,1,0,0,2,Meal Plan 1,0,Room_Type 1,32,2017,11,20,Offline,0,0,0,73,0,0
435,2,0,1,1,Meal Plan 1,0,Room_Type 4,1,2018,9,17,Online,0,0,0,155.54,2,0
436,2,0,0,5,Meal Plan 1,0,Room_Type 1,46,2018,3,29,Offline,0,0,0,75,1,0
437,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,101.5,0,1
438,2,0,1,4,Meal Plan 1,0,Room_Type 1,49,2018,11,14,Online,0,0,0,88.4,2,0
439,2,0,0,2,Meal Plan 1,0,Room_Type 1,172,2018,8,17,Online,0,0,0,109.8,0,1
440,2,0,1,2,Meal Plan 1,0,Room_Type 1,73,2017,7,13,Online,0,0,0,76.5,0,1
441,2,0,1,0,Not Selected,0,Room_Type 1,24,2018,9,11,Online,0,0,0,0,1,0
442,2,0,0,3,Not Selected,0,Room_Type 1,125,2018,11,17,Online,0,0,0,79.2,0,1
443,1,0,2,6,Meal Plan 1,0,Room_Type 1,51,2017,9,30,Online,0,0,0,69.12,1,0
444,1,0,0,1,Meal Plan 1,0,Room_Type 1,12,2018,5,7,Online,0,0,0,135,0,1
445,1,0,2,3,Meal Plan 1,0,Room_Type 1,269,2018,12,29,Offline,0,0,0,70,0,0
446,2,0,1,0,Meal Plan 1,0,Room_Type 4,23,2018,11,6,Offline,0,0,0,92,0,0
447,2,2,1,1,Meal Plan 1,0,Room_Type 6,39,2018,4,11,Online,0,0,0,177.3,2,0
448,2,0,2,2,Meal Plan 1,0,Room_Type 1,115,2018,2,27,Offline,0,0,0,87,0,0
449,1,0,0,1,Meal Plan 1,0,Room_Type 1,6,2018,7,5,Offline,0,0,0,114.4,0,0
450,1,0,0,3,Meal Plan 1,0,Room_Type 1,1,2018,1,5,Corporate,1,0,1,66,0,0
451,2,2,1,1,Meal Plan 1,0,Room_Type 6,11,2018,4,30,Online,0,0,0,225,2,0
452,2,0,0,1,Meal Plan 2,0,Room_Type 1,40,2018,7,26,Offline,0,0,0,125,1,0
453,2,0,0,1,Meal Plan 1,0,Room_Type 1,30,2018,5,21,Online,0,0,0,135.9,1,0
454,1,0,0,1,Not Selected,0,Room_Type 1,7,2018,9,20,Online,0,0,0,129,1,1
455,1,0,2,1,Meal Plan 1,0,Room_Type 1,1,2018,2,28,Offline,0,0,0,60,0,1
456,1,0,2,1,Meal Plan 1,0,Room_Type 1,1,2018,2,28,Offline,0,0,0,60,0,1
457,2,0,0,4,Not Selected,0,Room_Type 1,50,2018,8,30,Online,0,0,0,99,0,1
458,2,0,0,1,Meal Plan 1,0,Room_Type 1,159,2018,2,13,Offline,0,0,0,70,0,0
459,2,0,1,1,Meal Plan 1,0,Room_Type 1,126,2018,10,8,Online,0,0,0,118.8,2,0
460,3,0,2,3,Meal Plan 1,0,Room_Type 4,177,2018,8,11,Online,0,0,0,130.05,2,1
461,3,0,2,5,Meal Plan 1,0,Room_Type 4,153,2018,10,17,Online,0,0,0,151.2,3,0
462,1,0,1,1,Meal Plan 1,0,Room_Type 1,118,2018,6,6,Offline,0,0,0,110,0,0
463,1,0,1,1,Meal Plan 1,0,Room_Type 1,66,2018,4,4,Online,0,0,0,99.9,0,0
464,1,0,0,3,Meal Plan 1,0,Room_Type 1,88,2018,4,26,Online,0,0,0,90.9,1,1
465,2,0,0,1,Not Selected,0,Room_Type 1,13,2018,6,14,Online,0,0,0,89,0,0
466,0,2,0,5,Meal Plan 1,0,Room_Type 2,5,2017,12,22,Complementary,0,0,0,0,0,0
467,2,0,1,4,Meal Plan 1,0,Room_Type 4,18,2018,3,9,Online,0,0,0,116.8,1,0
468,2,0,1,4,Meal Plan 2,0,Room_Type 4,126,2018,7,13,Online,0,0,0,144.5,2,0
469,2,0,0,2,Meal Plan 2,0,Room_Type 1,256,2018,6,15,Offline,0,0,0,115,1,1
470,2,0,2,2,Meal Plan 1,0,Room_Type 1,139,2018,8,13,Online,0,0,0,114.3,0,1
471,2,0,0,1,Meal Plan 2,0,Room_Type 1,83,2017,9,30,Offline,0,0,0,112.2,0,0
472,1,0,0,1,Meal Plan 1,0,Room_Type 5,16,2018,2,6,Corporate,0,0,0,86,0,0
473,2,0,0,2,Meal Plan 1,0,Room_Type 1,55,2018,11,2,Online,0,0,0,97.2,1,0
474,2,0,0,3,Meal Plan 1,0,Room_Type 1,86,2017,12,30,Online,0,0,0,81.86,1,0
475,1,0,0,2,Meal Plan 1,0,Room_Type 4,7,2018,3,2,Offline,0,0,0,56,0,0
476,2,0,1,3,Not Selected,0,Room_Type 1,169,2018,7,25,Online,0,0,0,89.25,1,0
477,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,2018,11,1,Online,0,0,0,110,0,1
478,2,0,2,2,Meal Plan 1,0,Room_Type 4,136,2018,5,14,Online,0,0,0,113.05,1,0
479,2,0,0,4,Meal Plan 1,0,Room_Type 4,92,2018,11,1,Online,0,0,0,103.5,1,0
480,1,0,2,4,Meal Plan 1,0,Room_Type 1,245,2018,7,6,Offline,0,0,0,110,0,1
481,3,0,0,2,Meal Plan 1,0,Room_Type 4,11,2018,6,1,Online,0,0,0,141.95,2,0
482,2,0,0,2,Meal Plan 1,0,Room_Type 4,28,2018,6,28,Online,0,0,0,166,0,1
483,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,4,28,Offline,1,0,9,45,2,0
484,2,0,0,2,Meal Plan 1,1,Room_Type 1,85,2018,4,7,Online,0,0,0,95.5,1,0
485,2,0,0,3,Meal Plan 1,0,Room_Type 1,143,2018,8,25,Offline,0,0,0,100,0,0
486,2,0,0,2,Meal Plan 1,0,Room_Type 1,177,2018,6,3,Offline,0,0,0,100,0,1
487,2,0,2,1,Not Selected,0,Room_Type 1,26,2018,10,2,Online,0,0,0,133,0,0
488,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,10,27,Online,0,0,0,90.9,1,0
489,2,0,0,1,Meal Plan 2,0,Room_Type 1,221,2018,8,12,Offline,0,0,0,96,1,0
490,1,0,2,4,Meal Plan 1,0,Room_Type 1,21,2018,3,31,Online,0,0,0,135,0,1
491,2,0,1,0,Meal Plan 1,0,Room_Type 4,3,2018,10,3,Aviation,1,0,1,110,0,0
492,2,0,0,1,Meal Plan 1,0,Room_Type 1,40,2018,6,21,Online,0,0,0,76.92,0,1
493,1,0,0,2,Meal Plan 1,0,Room_Type 1,164,2017,10,2,Offline,0,0,0,100,0,0
494,2,0,0,2,Meal Plan 1,0,Room_Type 1,245,2018,6,17,Offline,0,0,0,75,0,1
495,2,0,0,1,Meal Plan 2,0,Room_Type 1,72,2017,9,18,Offline,0,0,0,108,0,0
496,2,0,2,1,Meal Plan 2,0,Room_Type 1,103,2017,7,18,Offline,0,0,0,94.5,0,0
497,2,0,1,3,Meal Plan 1,0,Room_Type 1,69,2018,3,28,Online,0,0,0,82.45,0,0
498,1,0,0,2,Meal Plan 1,0,Room_Type 1,26,2018,11,16,Corporate,0,0,0,77,0,0
499,2,0,0,2,Meal Plan 1,0,Room_Type 1,101,2018,5,6,Online,0,0,0,126.9,0,1
500,1,0,1,2,Meal Plan 1,0,Room_Type 1,40,2018,11,7,Online,0,0,0,169.2,0,0
501,2,0,2,0,Not Selected,0,Room_Type 1,0,2018,6,12,Online,0,0,0,69.74,0,0
502,3,0,0,2,Meal Plan 1,0,Room_Type 4,112,2018,7,13,Online,0,0,0,137.7,2,0
503,2,0,2,4,Meal Plan 1,0,Room_Type 1,160,2018,4,27,Online,0,0,0,90,0,1
504,2,0,0,1,Meal Plan 1,0,Room_Type 1,21,2018,3,1,Offline,0,0,0,64.8,0,0
505,2,0,1,3,Not Selected,0,Room_Type 1,64,2018,7,25,Online,0,0,0,94.5,1,0
506,2,0,2,1,Meal Plan 1,0,Room_Type 4,142,2018,5,22,Online,0,0,0,114.3,0,0
507,2,0,0,3,Meal Plan 1,0,Room_Type 1,44,2018,2,17,Offline,0,0,0,75,0,0
508,2,0,0,1,Meal Plan 1,0,Room_Type 1,15,2017,12,23,Online,0,0,0,97,0,0
